logIncome,age,expYears,variableShare,recentGrowth,yearsSinceSwitch,isSalaried,isProfessional,isBusiness,isMetro,target_logGrowth
13.24024918580413,45,23,0.1565,-0.23269,0,1,0,0,1,-0.055343
13.18490614464344,46,24,0.1565,-0.055343,2,1,0,0,1,-0.075068
13.109838291366422,47,25,0.1565,-0.075068,0,1,0,0,1,0.074628
13.184465795346355,48,26,0.1565,0.074628,2,1,0,0,1,-0.162048
12.840658200851975,33,11,0.0618,0.0,1,1,0,0,0,-0.06111
12.779548484186934,34,12,0.0618,-0.06111,3,1,0,0,0,-0.129088
12.6504603075895,35,13,0.0618,-0.129088,5,1,0,0,0,0.048565
12.699025736864602,36,14,0.0618,0.048565,7,1,0,0,0,-0.00559
12.693435977659728,37,15,0.0618,-0.00559,9,1,0,0,0,0.263589
12.957024939672051,38,16,0.0618,0.263589,11,1,0,0,0,0.106415
13.063439991854318,39,17,0.0618,0.106415,13,1,0,0,0,0.263942
13.3273821491912,40,18,0.0618,0.263942,15,1,0,0,0,0.17127
13.498651947676464,41,19,0.0618,0.17127,17,1,0,0,0,0.032957
13.53160914923785,42,20,0.0618,0.032957,19,1,0,0,0,0.008634
13.540243560920066,43,21,0.0618,0.008634,21,1,0,0,0,-0.019679
13.52056444458998,44,22,0.0618,-0.019679,23,1,0,0,0,0.020413
13.540977222178633,45,23,0.0618,0.020413,25,1,0,0,0,-0.227519
13.313458263724414,46,24,0.0618,-0.227519,27,1,0,0,0,-0.353284
12.960174090339764,47,25,0.0618,-0.353284,29,1,0,0,0,-0.281521
12.678653299532103,48,26,0.0618,-0.281521,31,1,0,0,0,-0.04177
11.353016377591421,29,7,0.0782,0.0,1,1,0,0,0,0.092244
11.445260163125369,30,8,0.0782,0.092244,1,1,0,0,0,0.163273
11.608533317892213,31,9,0.0782,0.163273,0,1,0,0,0,-0.04448
11.56405353428937,32,10,0.0782,-0.04448,0,1,0,0,0,0.095011
11.65906456011119,33,11,0.0782,0.095011,1,1,0,0,0,-0.034264
11.624800111378688,34,12,0.0782,-0.034264,1,1,0,0,0,0.160831
11.78563064718576,35,13,0.0782,0.160831,1,1,0,0,0,0.26667
12.052300690217754,36,14,0.0782,0.26667,1,1,0,0,0,0.02234
12.074640318098472,37,15,0.0782,0.02234,1,1,0,0,0,0.028929
12.103569344744615,38,16,0.0782,0.028929,1,1,0,0,0,-0.005891
12.097678025705045,39,17,0.0782,-0.005891,1,1,0,0,0,-0.001972
12.095706323259936,40,18,0.0782,-0.001972,1,1,0,0,0,0.1536
12.249305898231917,41,19,0.0782,0.1536,1,1,0,0,0,0.489722
12.73902801820364,42,20,0.0782,0.489722,0,1,0,0,0,0.125665
12.864693365003747,43,21,0.0782,0.125665,1,1,0,0,0,0.2473
13.111993312754352,44,22,0.0782,0.2473,0,1,0,0,0,-0.250305
11.811752659024734,22,0,0.8815,0.0,1,0,0,1,0,-0.355852
11.455900807674126,23,1,0.8815,-0.355852,3,0,0,1,0,-0.453801
11.002099841204238,24,2,0.8815,-0.453801,5,0,0,1,0,0.0
11.002099841204238,25,3,0.8815,0.0,7,0,0,1,0,0.0
11.002099841204238,26,4,0.8815,0.0,9,0,0,1,0,0.226872
11.228971869785486,27,5,0.8815,0.226872,11,0,0,1,0,0.298582
11.527554262278512,28,6,0.8815,0.298582,0,0,0,1,0,0.149846
11.677399856464003,29,7,0.8815,0.149846,2,0,0,1,0,0.370529
12.047928370300973,30,8,0.8815,0.370529,4,0,0,1,0,1.265317
13.313245116942976,31,9,0.8815,1.265317,6,0,0,1,0,0.442247
13.755492191700268,32,10,0.8815,0.442247,8,0,0,1,0,0.99325
14.74874224651239,33,11,0.8815,0.99325,0,0,0,1,0,0.265482
15.014223956023587,34,12,0.8815,0.265482,2,0,0,1,0,0.122706
15.136929853754578,35,13,0.8815,0.122706,0,0,0,1,0,0.031901
15.168831012983082,36,14,0.8815,0.031901,2,0,0,1,0,0.926032
16.09486300957965,37,15,0.8815,0.926032,4,0,0,1,0,0.144783
13.470416240362042,27,5,0.7724,0.0,1,0,1,0,0,0.383806
13.854222172627784,28,6,0.7724,0.383806,3,0,1,0,0,0.239488
14.093710576159712,29,7,0.7724,0.239488,5,0,1,0,0,-0.337642
13.756068476899989,30,8,0.7724,-0.337642,7,0,1,0,0,-0.9456
12.810468733082018,31,9,0.7724,-0.9456,9,0,1,0,0,0.266058
13.076526668145632,32,10,0.7724,0.266058,11,0,1,0,0,0.298973
13.375499297877981,33,11,0.7724,0.298973,13,0,1,0,0,-0.128995
13.246504498664141,34,12,0.7724,-0.128995,15,0,1,0,0,0.047192
13.293696677048612,35,13,0.7724,0.047192,17,0,1,0,0,0.076633
13.370329818583667,36,14,0.7724,0.076633,19,0,1,0,0,-0.533572
12.836757568693208,37,15,0.7724,-0.533572,21,0,1,0,0,0.007897
12.844654955015352,38,16,0.7724,0.007897,0,0,1,0,0,-0.742524
12.102131012338157,39,17,0.7724,-0.742524,2,0,1,0,0,-0.562102
11.5400290442932,40,18,0.7724,-0.562102,4,0,1,0,0,-0.279211
11.260817903433386,41,19,0.7724,-0.279211,6,0,1,0,0,0.149277
11.410094502039659,42,20,0.7724,0.149277,0,0,1,0,0,-0.134392
14.340986016381203,32,10,0.3031,0.0,1,1,0,0,0,0.195811
14.536797324960785,33,11,0.3031,0.195811,3,1,0,0,0,-0.080533
14.456264284610008,34,12,0.3031,-0.080533,5,1,0,0,0,-0.037853
14.418411719561071,35,13,0.3031,-0.037853,7,1,0,0,0,-0.024899
14.393512663841438,36,14,0.3031,-0.024899,9,1,0,0,0,-0.047588
14.345924645050513,37,15,0.3031,-0.047588,11,1,0,0,0,-0.205546
14.140378866909485,38,16,0.3031,-0.205546,13,1,0,0,0,-0.192616
13.947763269430311,39,17,0.3031,-0.192616,15,1,0,0,0,-0.153184
13.794579290584526,40,18,0.3031,-0.153184,17,1,0,0,0,-0.209694
13.584885643386905,41,19,0.3031,-0.209694,19,1,0,0,0,0.258328
13.84321352631106,42,20,0.3031,0.258328,21,1,0,0,0,0.38255
14.225763455705454,43,21,0.3031,0.38255,23,1,0,0,0,0.231537
14.457300575899387,44,22,0.3031,0.231537,25,1,0,0,0,0.150897
14.608197140655845,45,23,0.3031,0.150897,27,1,0,0,0,0.044352
14.652549488064496,46,24,0.3031,0.044352,29,1,0,0,0,0.153327
14.805876900910498,47,25,0.3031,0.153327,31,1,0,0,0,0.182633
11.924287826986097,33,11,0.3497,0.0,1,1,0,0,1,0.074059
11.998346943017463,34,12,0.3497,0.074059,3,1,0,0,1,0.578526
12.576873314752358,35,13,0.3497,0.578526,0,1,0,0,1,-0.083168
12.49370558475082,36,14,0.3497,-0.083168,2,1,0,0,1,0.146818
12.640523799142429,37,15,0.3497,0.146818,4,1,0,0,1,-0.117003
12.52352106720121,38,16,0.3497,-0.117003,6,1,0,0,1,-0.084826
12.438694672211762,39,17,0.3497,-0.084826,8,1,0,0,1,0.117701
12.556395615111002,40,18,0.3497,0.117701,10,1,0,0,1,0.081156
12.637551738424762,41,19,0.3497,0.081156,12,1,0,0,1,0.222429
12.859980979034038,42,20,0.3497,0.222429,14,1,0,0,1,0.127333
12.987313654014104,43,21,0.3497,0.127333,16,1,0,0,1,-0.144559
12.842754729360006,44,22,0.3497,-0.144559,18,1,0,0,1,0.031525
12.87428020198114,45,23,0.3497,0.031525,20,1,0,0,1,-0.120345
12.753935126014598,46,24,0.3497,-0.120345,22,1,0,0,1,0.082084
12.83601929211069,47,25,0.3497,0.082084,24,1,0,0,1,-0.054045
12.781974597038365,48,26,0.3497,-0.054045,26,1,0,0,1,-0.138807
12.818975676240317,22,0,0.1294,0.0,1,1,0,0,1,0.073419
12.892394296963776,23,1,0.1294,0.073419,3,1,0,0,1,0.360195
13.252589209467462,24,2,0.1294,0.360195,5,1,0,0,1,0.228293
13.480882292682802,25,3,0.1294,0.228293,7,1,0,0,1,0.091964
13.572846354603223,26,4,0.1294,0.091964,9,1,0,0,1,0.092258
13.665104281754115,27,5,0.1294,0.092258,11,1,0,0,1,-0.057176
13.607928187025077,28,6,0.1294,-0.057176,13,1,0,0,1,0.142768
13.750695770913007,29,7,0.1294,0.142768,15,1,0,0,1,0.054239
13.804934864420298,30,8,0.1294,0.054239,17,1,0,0,1,-0.105217
13.699717686452429,31,9,0.1294,-0.105217,19,1,0,0,1,0.067421
13.767139066288822,32,10,0.1294,0.067421,21,1,0,0,1,0.020801
13.78793984087244,33,11,0.1294,0.020801,23,1,0,0,1,0.179541
13.967481334231469,34,12,0.1294,0.179541,25,1,0,0,1,0.047461
14.014941898061785,35,13,0.1294,0.047461,27,1,0,0,1,0.19111
14.206051794645894,36,14,0.1294,0.19111,29,1,0,0,1,0.259026
14.465077607281156,37,15,0.1294,0.259026,31,1,0,0,1,0.101783
11.189543791195923,29,7,0.1271,0.0,1,1,0,0,1,0.386308
11.575851982644178,30,8,0.1271,0.386308,3,1,0,0,1,0.459427
12.035278628760137,31,9,0.1271,0.459427,5,1,0,0,1,0.187531
12.222810049639454,32,10,0.1271,0.187531,7,1,0,0,1,0.287309
12.510119540092212,33,11,0.1271,0.287309,9,1,0,0,1,0.007849
12.517969005834825,34,12,0.1271,0.007849,11,1,0,0,1,0.091518
12.609486630256855,35,13,0.1271,0.091518,13,1,0,0,1,-0.026097
12.58338941990139,36,14,0.1271,-0.026097,15,1,0,0,1,0.003374
12.586763397740869,37,15,0.1271,0.003374,0,1,0,0,1,-0.109717
12.477046440804942,38,16,0.1271,-0.109717,2,1,0,0,1,0.073545
12.550591133152574,39,17,0.1271,0.073545,0,1,0,0,1,0.077058
12.627649180403274,40,18,0.1271,0.077058,2,1,0,0,1,-0.020931
12.606717928997629,41,19,0.1271,-0.020931,4,1,0,0,1,0.044718
12.651435728395295,42,20,0.1271,0.044718,6,1,0,0,1,0.103163
12.754599167602011,43,21,0.1271,0.103163,0,1,0,0,1,-0.100208
12.65439106009882,44,22,0.1271,-0.100208,2,1,0,0,1,-0.045874
11.135485984661583,33,11,0.1072,0.0,1,1,0,0,1,0.315931
11.451416587432403,34,12,0.1072,0.315931,1,1,0,0,1,0.040579
11.49199597367973,35,13,0.1072,0.040579,0,1,0,0,1,0.091979
11.583975061156135,36,14,0.1072,0.091979,1,1,0,0,1,-0.073512
11.5104635574309,37,15,0.1072,-0.073512,0,1,0,0,1,-0.118029
11.392434927233381,38,16,0.1072,-0.118029,1,1,0,0,1,-0.046071
11.346364184728214,39,17,0.1072,-0.046071,1,1,0,0,1,-0.033529
11.312835087094463,40,18,0.1072,-0.033529,1,1,0,0,1,0.0586
11.371435532602883,41,19,0.1072,0.0586,1,1,0,0,1,0.178347
11.549782884286037,42,20,0.1072,0.178347,1,1,0,0,1,0.102695
11.652477636703475,43,21,0.1072,0.102695,1,1,0,0,1,0.071802
11.724279360284394,44,22,0.1072,0.071802,1,1,0,0,1,0.244214
11.968493324850753,45,23,0.1072,0.244214,0,1,0,0,1,0.155528
12.12402140272837,46,24,0.1072,0.155528,1,1,0,0,1,-0.123528
12.000493553579872,47,25,0.1072,-0.123528,1,1,0,0,1,-0.128354
11.872139250524437,48,26,0.1072,-0.128354,1,1,0,0,1,0.041461
12.791642777442,31,9,0.3897,0.0,1,1,0,0,1,-0.029927
12.761715428269628,32,10,0.3897,-0.029927,3,1,0,0,1,0.037397
12.7991124738804,33,11,0.3897,0.037397,5,1,0,0,1,-0.093417
12.705695209262657,34,12,0.3897,-0.093417,7,1,0,0,1,0.241882
12.947577629628533,35,13,0.3897,0.241882,9,1,0,0,1,0.224889
13.172466673203587,36,14,0.3897,0.224889,11,1,0,0,1,0.336363
13.508829889510585,37,15,0.3897,0.336363,13,1,0,0,1,0.304561
13.813390522034158,38,16,0.3897,0.304561,15,1,0,0,1,-0.172372
13.641018453739568,39,17,0.3897,-0.172372,17,1,0,0,1,0.230404
13.87142207727632,40,18,0.3897,0.230404,19,1,0,0,1,0.324448
14.195870384935363,41,19,0.3897,0.324448,21,1,0,0,1,-0.116336
14.079534288656122,42,20,0.3897,-0.116336,23,1,0,0,1,0.320328
14.399861819828454,43,21,0.3897,0.320328,0,1,0,0,1,0.235778
14.635639755961224,44,22,0.3897,0.235778,2,1,0,0,1,0.305991
14.941630772904366,45,23,0.3897,0.305991,4,1,0,0,1,0.054758
14.996388886920169,46,24,0.3897,0.054758,6,1,0,0,1,0.255903
11.002099841204238,28,6,0.2628,0.0,1,1,0,0,0,0.0
11.002099841204238,29,7,0.2628,0.0,3,1,0,0,0,0.0
11.002099841204238,30,8,0.2628,0.0,0,1,0,0,0,0.0
11.002099841204238,31,9,0.2628,0.0,2,1,0,0,0,0.0
11.002099841204238,32,10,0.2628,0.0,4,1,0,0,0,0.0
11.002099841204238,33,11,0.2628,0.0,6,1,0,0,0,0.0
11.002099841204238,34,12,0.2628,0.0,0,1,0,0,0,0.0
11.002099841204238,35,13,0.2628,0.0,0,1,0,0,0,0.0
11.002099841204238,36,14,0.2628,0.0,0,1,0,0,0,0.0
11.002099841204238,37,15,0.2628,0.0,2,1,0,0,0,0.0
11.002099841204238,38,16,0.2628,0.0,4,1,0,0,0,0.0
11.002099841204238,39,17,0.2628,0.0,6,1,0,0,0,0.0
11.002099841204238,40,18,0.2628,0.0,8,1,0,0,0,0.021936
11.02403572539889,41,19,0.2628,0.021936,10,1,0,0,0,0.391321
11.41535698885359,42,20,0.2628,0.391321,12,1,0,0,0,0.107015
11.522372354440327,43,21,0.2628,0.107015,14,1,0,0,0,0.1048
11.002099841204238,27,5,1.0,0.0,1,0,0,1,1,0.348557
11.350657073811355,28,6,1.0,0.348557,0,0,0,1,1,-0.038899
11.311757641076904,29,7,1.0,-0.038899,1,0,0,1,1,0.080581
11.392338744066198,30,8,1.0,0.080581,1,0,0,1,1,0.995739
12.388077787574028,31,9,1.0,0.995739,0,0,0,1,1,1.200919
13.588996529957074,32,10,1.0,1.200919,0,0,0,1,1,-0.56009
13.028906237315404,33,11,1.0,-0.56009,1,0,0,1,1,-0.27432
12.754586074830385,34,12,1.0,-0.27432,1,0,0,1,1,0.687871
13.442456772868313,35,13,1.0,0.687871,1,0,0,1,1,0.135258
13.57771491999885,36,14,1.0,0.135258,1,0,0,1,1,-0.584955
12.992759660075135,37,15,1.0,-0.584955,0,0,0,1,1,0.66591
13.658669711895868,38,16,1.0,0.66591,0,0,0,1,1,0.52915
14.187819392849612,39,17,1.0,0.52915,1,0,0,1,1,0.375185
14.563003909564584,40,18,1.0,0.375185,1,0,0,1,1,-0.138458
14.424546113620671,41,19,1.0,-0.138458,1,0,0,1,1,-0.874951
13.54959557008626,42,20,1.0,-0.874951,1,0,0,1,1,-0.751254
12.45408575470027,30,8,0.0422,0.0,1,1,0,0,0,0.139078
12.59316359766638,31,9,0.0422,0.139078,1,1,0,0,0,0.018122
12.611285290768935,32,10,0.0422,0.018122,1,1,0,0,0,0.022805
12.634090293347386,33,11,0.0422,0.022805,1,1,0,0,0,0.333993
12.968082936969312,34,12,0.0422,0.333993,1,1,0,0,0,0.070868
13.03895113987451,35,13,0.0422,0.070868,1,1,0,0,0,0.058306
13.097256808474278,36,14,0.0422,0.058306,1,1,0,0,0,0.207064
13.304320996569828,37,15,0.0422,0.207064,1,1,0,0,0,0.301198
13.605518792831436,38,16,0.0422,0.301198,1,1,0,0,0,0.193987
13.799506051572983,39,17,0.0422,0.193987,1,1,0,0,0,-0.107412
13.692094306515186,40,18,0.0422,-0.107412,1,1,0,0,0,-0.119312
13.572782554503586,41,19,0.0422,-0.119312,1,1,0,0,0,-0.277625
13.295157835562431,42,20,0.0422,-0.277625,0,1,0,0,0,0.193813
13.488970865149492,43,21,0.0422,0.193813,1,1,0,0,0,0.222023
13.710994341355244,44,22,0.0422,0.222023,1,1,0,0,0,0.091294
13.802288628836623,45,23,0.0422,0.091294,1,1,0,0,0,0.210111
14.16638345051121,27,5,0.57,0.0,1,0,0,1,0,0.396605
14.562988432251897,28,6,0.57,0.396605,3,0,0,1,0,0.389786
14.952774877575386,29,7,0.57,0.389786,5,0,0,1,0,-0.23049
14.722284702787855,30,8,0.57,-0.23049,7,0,0,1,0,-0.058621
14.663663839503192,31,9,0.57,-0.058621,0,0,0,1,0,-0.40332
14.260344292690283,32,10,0.57,-0.40332,2,0,0,1,0,0.045933
14.306277083382394,33,11,0.57,0.045933,0,0,0,1,0,-0.237308
14.068969162210438,34,12,0.57,-0.237308,2,0,0,1,0,-0.223838
13.84513153760221,35,13,0.57,-0.223838,4,0,0,1,0,0.418102
14.263233784822011,36,14,0.57,0.418102,0,0,0,1,0,1.32492
15.588153428390152,37,15,0.57,1.32492,2,0,0,1,0,0.761905
16.350058266703012,38,16,0.57,0.761905,4,0,0,1,0,0.799856
17.149914644513018,39,17,0.57,0.799856,6,0,0,1,0,-0.189806
16.960108682161085,40,18,0.57,-0.189806,8,0,0,1,0,0.755417
17.71552579721673,41,19,0.57,0.755417,0,0,0,1,0,0.070627
17.78615255558147,42,20,0.57,0.070627,2,0,0,1,0,0.434901
12.943952206639628,30,8,0.0264,0.0,1,1,0,0,1,0.035441
12.979392785929592,31,9,0.0264,0.035441,3,1,0,0,1,0.005286
12.984678534411888,32,10,0.0264,0.005286,5,1,0,0,1,-0.095025
12.889653649695736,33,11,0.0264,-0.095025,7,1,0,0,1,-0.19548
12.694173848861968,34,12,0.0264,-0.19548,0,1,0,0,1,0.038127
12.732300740991656,35,13,0.0264,0.038127,2,1,0,0,1,0.10542
12.837720701682588,36,14,0.0264,0.10542,4,1,0,0,1,0.094023
12.931743650593978,37,15,0.0264,0.094023,6,1,0,0,1,0.254059
13.18580226670854,38,16,0.0264,0.254059,8,1,0,0,1,0.043284
13.22908590835355,39,17,0.0264,0.043284,10,1,0,0,1,0.149427
13.378512623139919,40,18,0.0264,0.149427,12,1,0,0,1,-0.077673
13.300839337801143,41,19,0.0264,-0.077673,0,1,0,0,1,0.092054
13.392893217442037,42,20,0.0264,0.092054,2,1,0,0,1,0.077072
13.469965037320634,43,21,0.0264,0.077072,4,1,0,0,1,0.040478
13.510442700431893,44,22,0.0264,0.040478,6,1,0,0,1,0.001295
13.511737739513492,45,23,0.0264,0.001295,8,1,0,0,1,0.203105
13.57661240036256,30,8,0.0,0.0,1,1,0,0,1,0.115774
13.692386406112433,31,9,0.0,0.115774,3,1,0,0,1,0.142436
13.834822656840746,32,10,0.0,0.142436,5,1,0,0,1,-0.054182
13.78064079062535,33,11,0.0,-0.054182,7,1,0,0,1,-0.072225
